package_name,Jan 23,Feb 23,Mar 23,Apr 23,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24
learnstorybook-design-system-tim-kelly,9.0,11.0,6.0,6.0,6.0,16.0,9.0,4.0,1.0,9.0,8.0,3.0,10.0,1.0
vite-plugin-thaler,0.0,172.0,734.0,491.0,152.0,11.0,292.0,80.0,40.0,80.0,230.0,32.0,132.0,13.0
ngx-plaid-link,26009.0,30838.0,33444.0,30592.0,41128.0,24812.0,23983.0,25905.0,18318.0,18166.0,13601.0,12236.0,13655.0,9539.0
css-rules-api,11.0,6.0,5.0,5.0,5.0,4.0,7.0,3.0,6.0,15.0,9.0,12.0,2.0,2.0
compare-with-file,22.0,14.0,26.0,20.0,13.0,13.0,19.0,21.0,11.0,76.0,8.0,10.0,11.0,2.0
relay_sdk,20.0,27.0,22.0,32.0,13.0,24.0,24.0,11.0,26.0,36.0,13.0,13.0,21.0,1.0
cloudfile-cors,8.0,5.0,10.0,17.0,5.0,8.0,7.0,8.0,4.0,40.0,20.0,8.0,11.0,2.0
tailwindcss-truncate-multiline,8860.0,10737.0,11947.0,9219.0,10138.0,11596.0,9779.0,9959.0,13151.0,13546.0,9582.0,7028.0,8321.0,6467.0
tylercraft,34.0,20.0,14.0,20.0,4.0,12.0,20.0,2.0,14.0,53.0,26.0,14.0,18.0,2.0
colorspal,44.0,17.0,39.0,35.0,6.0,6.0,34.0,23.0,22.0,158.0,19.0,3.0,24.0,18.0
git-changes-affected,15.0,11.0,8.0,10.0,5.0,18.0,12.0,8.0,4.0,18.0,9.0,7.0,11.0,2.0
csso-stylus,42.0,24.0,34.0,30.0,36.0,67.0,21.0,57.0,22.0,46.0,36.0,35.0,17.0,26.0
beams,57.0,19.0,79.0,36.0,31.0,29.0,53.0,39.0,46.0,269.0,60.0,6.0,32.0,9.0
brolly,28.0,11.0,25.0,19.0,5.0,11.0,23.0,22.0,10.0,101.0,9.0,12.0,11.0,2.0
sread,17.0,16.0,14.0,26.0,15.0,10.0,22.0,5.0,27.0,26.0,20.0,2.0,9.0,4.0
sf951,15.0,8.0,7.0,4.0,6.0,6.0,7.0,3.0,3.0,5.0,3.0,7.0,3.0,1.0
owl.carousel.vimeofix,9.0,6.0,4.0,6.0,9.0,5.0,6.0,5.0,1.0,7.0,7.0,7.0,8.0,12.0
hlj-open-sdk,58.0,28.0,37.0,51.0,8.0,10.0,53.0,16.0,1.0,55.0,20.0,19.0,17.0,1.0
mw-parse-url,12.0,3.0,6.0,9.0,7.0,16.0,8.0,33.0,11.0,19.0,15.0,8.0,7.0,2.0
ipc-rpc,34.0,22.0,22.0,22.0,11.0,12.0,17.0,10.0,7.0,25.0,26.0,23.0,28.0,9.0
divemathjax3,12.0,6.0,9.0,8.0,6.0,3.0,13.0,18.0,1.0,10.0,9.0,4.0,4.0,2.0
twig-craft-cms-filters,14.0,20.0,19.0,27.0,7.0,4.0,24.0,2.0,7.0,22.0,17.0,9.0,12.0,1.0
prototypes-array,36.0,33.0,48.0,99.0,22.0,12.0,43.0,19.0,8.0,65.0,33.0,17.0,20.0,4.0
node-scripts-docs,439.0,175.0,213.0,221.0,245.0,248.0,130.0,46.0,60.0,1193.0,2679.0,1504.0,1746.0,1550.0
tedb-utils,23.0,26.0,9.0,19.0,25.0,36.0,68.0,27.0,49.0,66.0,61.0,19.0,40.0,9.0
feathercore-message,11.0,5.0,6.0,7.0,4.0,6.0,9.0,4.0,82.0,34.0,12.0,7.0,12.0,3.0
jumper_react,35.0,20.0,28.0,37.0,18.0,13.0,28.0,12.0,2.0,38.0,30.0,7.0,12.0,4.0
rgb2hex,4454175.0,5272731.0,5379252.0,4944988.0,5130459.0,4296146.0,3895271.0,4063281.0,3961025.0,4337443.0,3859384.0,3618682.0,4104301.0,3022964.0
zbx_sender,9.0,8.0,20.0,18.0,5.0,5.0,10.0,4.0,9.0,14.0,7.0,8.0,9.0,2.0
vuepress-theme-write,264.0,167.0,67.0,149.0,1681.0,333.0,274.0,59.0,113.0,199.0,131.0,9.0,63.0,30.0
template-string-loader,1775.0,1760.0,2355.0,1507.0,1926.0,1732.0,1747.0,2794.0,1592.0,2315.0,1386.0,1313.0,1677.0,1210.0
waveguide-node,6.0,10.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,13.0,5.0,5.0,3.0,2.0
wxgame.socket.io,8.0,6.0,6.0,4.0,5.0,5.0,6.0,1.0,3.0,9.0,6.0,4.0,2.0,1.0
asva-helpers,167.0,388.0,208.0,117.0,214.0,330.0,233.0,401.0,168.0,394.0,109.0,344.0,662.0,244.0
ember-client-gamechanger,16.0,6.0,8.0,8.0,2.0,7.0,15.0,34.0,3.0,18.0,10.0,10.0,10.0,3.0
cli-mid-empty,71.0,20.0,16.0,38.0,22.0,33.0,27.0,45.0,34.0,58.0,63.0,37.0,25.0,13.0
data-trace,6.0,5.0,3.0,5.0,6.0,6.0,11.0,9.0,6.0,46.0,32.0,23.0,14.0,12.0
electron-customized-v24.0.0-test,0.0,0.0,0.0,67.0,15.0,8.0,7.0,4.0,4.0,9.0,4.0,3.0,4.0,1.0
callback2stream,21.0,9.0,16.0,15.0,6.0,11.0,13.0,18.0,12.0,88.0,14.0,3.0,19.0,5.0
dessert-yaml-core,34.0,6.0,7.0,11.0,5.0,6.0,8.0,3.0,3.0,21.0,15.0,20.0,5.0,1.0
react-use-inline-style,12.0,28.0,15.0,19.0,3.0,45.0,18.0,9.0,7.0,31.0,10.0,8.0,9.0,1.0
mors-sub,9.0,9.0,4.0,7.0,6.0,6.0,6.0,24.0,1.0,8.0,6.0,5.0,4.0,1.0
jsptpl,7.0,4.0,5.0,4.0,5.0,5.0,6.0,6.0,3.0,9.0,7.0,4.0,3.0,1.0
plot_bstu_test,8.0,4.0,4.0,6.0,5.0,6.0,5.0,5.0,2.0,7.0,6.0,1.0,5.0,2.0
peyotl,45.0,27.0,30.0,31.0,6.0,16.0,28.0,15.0,4.0,40.0,15.0,3.0,26.0,14.0
windows-desktop-duplication,43.0,27.0,20.0,35.0,9.0,15.0,26.0,6.0,16.0,42.0,26.0,10.0,12.0,10.0
git-rev-plus,13.0,5.0,10.0,7.0,3.0,8.0,12.0,5.0,3.0,15.0,12.0,3.0,6.0,3.0
miuibatchupload,88.0,51.0,98.0,64.0,9.0,55.0,70.0,32.0,1.0,92.0,65.0,4.0,31.0,3.0
airplane-game,33.0,26.0,74.0,16.0,13.0,14.0,33.0,120.0,20.0,150.0,17.0,4.0,13.0,6.0
nanoleaves,19.0,16.0,14.0,15.0,4.0,9.0,17.0,11.0,3.0,19.0,14.0,12.0,30.0,31.0
esri-leaflet-legend,363.0,339.0,320.0,334.0,318.0,289.0,242.0,257.0,239.0,262.0,192.0,192.0,315.0,184.0
flow-sequencer,44.0,34.0,56.0,25.0,18.0,22.0,36.0,21.0,2.0,55.0,36.0,6.0,17.0,1.0
bahdcoder-react-scripts,13.0,8.0,8.0,8.0,4.0,6.0,12.0,62.0,365.0,344.0,17.0,26.0,31.0,22.0
thaw-ta-math,51.0,37.0,25.0,50.0,24.0,23.0,37.0,17.0,41.0,60.0,24.0,28.0,21.0,9.0
keymaster-ssr,14.0,10.0,9.0,12.0,8.0,4.0,11.0,3.0,4.0,15.0,12.0,7.0,4.0,5.0
rn-fab-button,23.0,35.0,35.0,18.0,17.0,21.0,30.0,14.0,28.0,17.0,21.0,3.0,8.0,4.0
type-writer-xs,201.0,92.0,177.0,158.0,53.0,148.0,136.0,40.0,41.0,105.0,38.0,13.0,101.0,58.0
dom-native,322.0,227.0,400.0,286.0,199.0,265.0,292.0,187.0,149.0,228.0,132.0,147.0,375.0,212.0
koa-cookie-parser,289.0,338.0,235.0,265.0,242.0,305.0,199.0,345.0,632.0,450.0,603.0,457.0,289.0,318.0
paginate-it,6.0,9.0,6.0,8.0,6.0,5.0,7.0,8.0,1.0,9.0,6.0,4.0,5.0,2.0
cleaner-css,9.0,6.0,7.0,7.0,3.0,4.0,9.0,10.0,8.0,37.0,11.0,3.0,5.0,2.0
staple-api-ontograph,0.0,0.0,0.0,385.0,52.0,4.0,18.0,7.0,14.0,23.0,19.0,10.0,8.0,1.0
explorable_explanations,8.0,5.0,5.0,9.0,3.0,6.0,6.0,18.0,4.0,12.0,9.0,20.0,6.0,5.0
cool-react-components,37.0,29.0,33.0,46.0,8.0,11.0,39.0,22.0,17.0,144.0,22.0,3.0,19.0,15.0
scion-core-legacy,7.0,6.0,3.0,5.0,5.0,8.0,7.0,6.0,3.0,8.0,6.0,4.0,4.0,2.0
cheeto-components,0.0,0.0,155.0,11.0,8.0,5.0,11.0,8.0,4.0,29.0,5.0,3.0,4.0,3.0
kevoree-node-docker,9.0,8.0,9.0,9.0,5.0,8.0,9.0,14.0,4.0,15.0,11.0,4.0,6.0,1.0
timelite,945.0,1250.0,818.0,659.0,945.0,940.0,1103.0,835.0,682.0,735.0,818.0,893.0,912.0,405.0
git-commands,1498.0,925.0,1887.0,1771.0,2635.0,1531.0,1258.0,1883.0,1694.0,1532.0,1199.0,1063.0,1558.0,1272.0
react-native-pop,13.0,8.0,10.0,8.0,5.0,5.0,7.0,3.0,2.0,8.0,13.0,8.0,4.0,4.0
upload-checker,17.0,9.0,15.0,18.0,6.0,8.0,18.0,9.0,7.0,25.0,9.0,11.0,9.0,2.0
sha384-wasm,23.0,12.0,12.0,20.0,4.0,17.0,10.0,5.0,8.0,20.0,8.0,6.0,8.0,2.0
amp-smart-light,42.0,20.0,50.0,37.0,29.0,25.0,43.0,133.0,28.0,152.0,19.0,7.0,15.0,1.0
eventlistener-polyfill,48864.0,44380.0,59921.0,46369.0,62722.0,69185.0,56277.0,64075.0,61408.0,53585.0,61653.0,46743.0,60606.0,46720.0
generator-karma-jquery,17.0,23.0,42.0,21.0,12.0,27.0,21.0,19.0,23.0,38.0,15.0,23.0,14.0,5.0
nanomessage-rpc,1197.0,870.0,1046.0,1181.0,402.0,3578.0,7829.0,10307.0,14347.0,14290.0,24305.0,18036.0,33969.0,34703.0
dyna-node-channels-service,19.0,4.0,4.0,5.0,2.0,6.0,7.0,3.0,1.0,11.0,8.0,3.0,2.0,3.0
render-box-3,5.0,7.0,3.0,6.0,2.0,5.0,6.0,3.0,2.0,7.0,6.0,4.0,3.0,2.0
ddui-dev,7.0,12.0,7.0,10.0,4.0,7.0,14.0,5.0,2.0,12.0,10.0,7.0,9.0,1.0
chaos-data-memory,21.0,9.0,16.0,24.0,4.0,11.0,27.0,48.0,10.0,73.0,10.0,4.0,15.0,5.0
tslint-formatter-eslint-style,5.0,12.0,5.0,7.0,11.0,10.0,11.0,7.0,10.0,12.0,10.0,11.0,15.0,3.0
ivi,156.0,148.0,1006.0,876.0,337.0,167.0,173.0,130.0,221.0,242.0,187.0,101.0,97.0,32.0
jquery-pimcore-formbuilder,174.0,153.0,379.0,335.0,445.0,462.0,302.0,708.0,639.0,533.0,619.0,549.0,543.0,391.0
dry-parser,107.0,29.0,97.0,95.0,22.0,49.0,71.0,40.0,34.0,168.0,67.0,52.0,38.0,2.0
mar-ui,16.0,5.0,8.0,4.0,3.0,5.0,7.0,4.0,2.0,7.0,6.0,4.0,2.0,1.0
ligle-plugin-globals,16.0,6.0,10.0,4.0,6.0,5.0,5.0,3.0,3.0,8.0,8.0,4.0,4.0,1.0
random-line-access,26.0,10.0,8.0,10.0,6.0,9.0,13.0,13.0,10.0,18.0,7.0,6.0,12.0,5.0
unity-package-decrypt,9.0,7.0,8.0,9.0,3.0,9.0,11.0,10.0,8.0,17.0,10.0,6.0,6.0,2.0
loopback-bunyan-logger,42.0,125.0,85.0,54.0,16.0,13.0,22.0,12.0,8.0,25.0,13.0,13.0,13.0,1.0
google-drive-cms,10.0,15.0,12.0,15.0,4.0,8.0,11.0,7.0,2.0,16.0,11.0,5.0,9.0,1.0
tree-vue-component,1345.0,1322.0,1403.0,1169.0,1035.0,1247.0,2349.0,1642.0,1786.0,2167.0,1975.0,1476.0,2325.0,1717.0
spectree,5.0,4.0,4.0,5.0,2.0,6.0,7.0,3.0,2.0,6.0,10.0,3.0,3.0,1.0
midi-instrument-names-tabulate-pmb,11.0,4.0,16.0,10.0,5.0,5.0,15.0,8.0,3.0,17.0,16.0,8.0,5.0,1.0
isomorphic-fetch-expose-xhr,5.0,5.0,8.0,5.0,5.0,5.0,7.0,4.0,4.0,15.0,10.0,5.0,6.0,2.0
randomname-drp,18.0,10.0,7.0,7.0,3.0,9.0,8.0,4.0,2.0,10.0,5.0,4.0,6.0,0.0
primo-explore-location-item-after-protractor-demo,5.0,6.0,7.0,7.0,2.0,10.0,5.0,3.0,2.0,13.0,5.0,7.0,10.0,5.0
debug-draw,10.0,12.0,12.0,12.0,4.0,8.0,12.0,9.0,10.0,17.0,7.0,2.0,8.0,2.0
react-hooks-kit,129.0,98.0,126.0,92.0,165.0,131.0,21.0,11.0,12.0,32.0,20.0,15.0,34.0,9.0
redux-async-get,12.0,9.0,10.0,11.0,3.0,9.0,13.0,6.0,6.0,21.0,10.0,11.0,9.0,4.0
koishi-plugin-puzzle,330.0,47.0,217.0,942.0,240.0,70.0,98.0,104.0,272.0,148.0,467.0,123.0,182.0,86.0
log-to-json-cli,4.0,6.0,7.0,4.0,4.0,6.0,5.0,6.0,1.0,10.0,7.0,5.0,3.0,2.0
expo-voip-plugin,0.0,773.0,114.0,79.0,47.0,10.0,57.0,34.0,1.0,72.0,17.0,21.0,24.0,10.0
crimson-fork-react-player,10.0,5.0,9.0,11.0,8.0,6.0,15.0,6.0,23.0,30.0,11.0,9.0,5.0,2.0
jslidate,8.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,10.0,11.0,10.0,7.0,2.0,2.0
hanzen,339.0,362.0,376.0,430.0,216.0,207.0,310.0,341.0,119.0,333.0,393.0,159.0,350.0,180.0
date-input-control-react,454.0,443.0,970.0,936.0,599.0,1022.0,1142.0,1052.0,448.0,621.0,1006.0,585.0,519.0,595.0
calculator1122,6.0,7.0,5.0,7.0,5.0,5.0,6.0,13.0,4.0,18.0,4.0,3.0,11.0,3.0
compass-edu,18.0,12.0,19.0,13.0,4.0,12.0,11.0,10.0,8.0,40.0,18.0,3.0,5.0,3.0
nuxt-svg-sprite-loader,267.0,409.0,484.0,2283.0,773.0,799.0,330.0,1199.0,533.0,499.0,403.0,826.0,411.0,215.0
baked,28.0,13.0,34.0,12.0,12.0,8.0,23.0,22.0,12.0,112.0,13.0,6.0,9.0,6.0
happyuc-keyfile-recognizer,7.0,5.0,6.0,7.0,5.0,6.0,10.0,12.0,9.0,19.0,10.0,3.0,10.0,9.0
horseman-article-parser,172.0,83.0,151.0,167.0,25.0,100.0,181.0,97.0,60.0,193.0,121.0,85.0,108.0,15.0
eslint-config-superreal,481.0,385.0,457.0,414.0,437.0,484.0,432.0,261.0,219.0,129.0,175.0,219.0,213.0,184.0
encrypto-decryptojs,32.0,28.0,29.0,17.0,7.0,12.0,20.0,30.0,2.0,23.0,19.0,4.0,28.0,1.0
bruco,23.0,10.0,22.0,16.0,5.0,8.0,14.0,21.0,8.0,72.0,10.0,8.0,7.0,2.0
socialitejs,1071.0,1823.0,2749.0,2236.0,1900.0,1390.0,1323.0,1430.0,1432.0,1050.0,794.0,498.0,381.0,70.0
ese-brain-games,11.0,9.0,8.0,9.0,2.0,6.0,11.0,23.0,6.0,13.0,9.0,3.0,7.0,1.0
rebuild-changed-entrypoints-webpack-plugin,902.0,1172.0,1606.0,842.0,967.0,531.0,854.0,1315.0,552.0,558.0,408.0,432.0,460.0,367.0
matrix-rain,218.0,253.0,248.0,197.0,156.0,207.0,210.0,204.0,171.0,167.0,144.0,121.0,136.0,80.0
react-flashcard,21.0,28.0,27.0,14.0,10.0,16.0,30.0,7.0,83.0,30.0,18.0,7.0,15.0,4.0
vue-cnzz-analytics,164.0,214.0,121.0,159.0,79.0,90.0,236.0,194.0,156.0,249.0,330.0,76.0,57.0,55.0
docusaurus-plugin-plausible,384.0,587.0,1008.0,1510.0,2196.0,2072.0,2437.0,1881.0,1535.0,669.0,624.0,759.0,740.0,454.0
fds-mui-theme,1405.0,806.0,1954.0,1666.0,1809.0,1554.0,1412.0,526.0,1929.0,2218.0,610.0,570.0,3100.0,494.0
bubby-tasks,7.0,10.0,11.0,9.0,2.0,6.0,9.0,3.0,5.0,34.0,5.0,5.0,5.0,2.0
mockconsole,5264.0,6418.0,7954.0,6282.0,6311.0,5236.0,4960.0,6103.0,5611.0,6764.0,4469.0,5689.0,4713.0,4061.0
async-rwlock,10300.0,8809.0,13295.0,10078.0,12164.0,12876.0,15814.0,16779.0,9327.0,8012.0,13180.0,12095.0,13934.0,8299.0
bang-ui,9.0,4.0,6.0,6.0,4.0,7.0,11.0,22.0,8.0,19.0,8.0,9.0,5.0,4.0
simple-fixtures,9.0,10.0,6.0,8.0,6.0,8.0,8.0,17.0,10.0,14.0,9.0,6.0,9.0,2.0
webpack-polyfill,20.0,19.0,10.0,10.0,12.0,31.0,14.0,12.0,10.0,11.0,7.0,14.0,8.0,6.0
atropa-random,47.0,32.0,48.0,24.0,5.0,23.0,27.0,120.0,25.0,188.0,6.0,13.0,32.0,15.0
angular-jsonapi-client,78.0,30.0,85.0,40.0,52.0,57.0,62.0,156.0,48.0,367.0,44.0,16.0,28.0,26.0
shortquest,6.0,9.0,9.0,7.0,3.0,11.0,11.0,5.0,6.0,13.0,4.0,8.0,8.0,2.0
jec-server,26.0,12.0,33.0,22.0,11.0,13.0,26.0,10.0,6.0,28.0,18.0,18.0,17.0,4.0
resfinex-lightweight-charts,35.0,31.0,40.0,31.0,4.0,7.0,32.0,15.0,1.0,46.0,19.0,16.0,30.0,1.0
codepage,8068123.0,8344321.0,9587430.0,8461413.0,9357242.0,8950242.0,8823160.0,9336477.0,8720227.0,8959784.0,8247260.0,7549720.0,9072108.0,6628777.0
slack-wh-send,5.0,7.0,5.0,4.0,6.0,7.0,9.0,4.0,4.0,7.0,5.0,4.0,5.0,3.0
statsd-newrelic-backend,15.0,67.0,18.0,17.0,4.0,10.0,16.0,12.0,39.0,30.0,17.0,13.0,12.0,7.0
serverless-utilities,22.0,20.0,18.0,106.0,402.0,69.0,54.0,24.0,402.0,109.0,348.0,30.0,47.0,621.0
ah-sequelize-plugin,9004.0,6881.0,8029.0,7097.0,9960.0,9026.0,11190.0,7816.0,5576.0,7390.0,5258.0,6307.0,3939.0,1439.0
react-af,30.0,41.0,39.0,23.0,16.0,18.0,19.0,17.0,26.0,37.0,15.0,26.0,21.0,2.0
findext,31.0,23.0,21.0,22.0,11.0,6.0,23.0,7.0,1.0,18.0,13.0,10.0,9.0,2.0
d3node-linechart,287.0,283.0,276.0,227.0,272.0,575.0,621.0,619.0,615.0,499.0,419.0,361.0,480.0,367.0
coffeekraken-s-ripple-component,17.0,6.0,16.0,18.0,4.0,9.0,15.0,16.0,12.0,85.0,11.0,10.0,9.0,2.0
ts-set-utils,582.0,517.0,677.0,445.0,524.0,465.0,2183.0,1037.0,786.0,725.0,1129.0,1288.0,988.0,978.0
node-container-agent,14.0,8.0,10.0,7.0,5.0,5.0,9.0,17.0,7.0,18.0,7.0,8.0,4.0,1.0
compo,21.0,19.0,19.0,16.0,10.0,10.0,19.0,23.0,17.0,62.0,17.0,12.0,10.0,9.0
trello-yello,32.0,21.0,33.0,35.0,6.0,10.0,30.0,21.0,23.0,56.0,24.0,29.0,13.0,2.0
hasproperty-ts,25.0,8.0,12.0,9.0,4.0,7.0,16.0,6.0,3.0,13.0,14.0,5.0,5.0,2.0
parse-server-reddit-auth-adapter,15.0,13.0,11.0,11.0,8.0,11.0,8.0,9.0,1.0,16.0,8.0,4.0,11.0,2.0
cordova-plugin-canvas-gamepad,37.0,50.0,50.0,31.0,11.0,13.0,28.0,23.0,41.0,133.0,25.0,36.0,14.0,1.0
binci,2156.0,1272.0,1555.0,1496.0,1499.0,1142.0,1349.0,1069.0,830.0,1719.0,1132.0,925.0,1242.0,707.0
node-red-contrib-mfrc522-rfid,55.0,55.0,58.0,52.0,47.0,58.0,45.0,31.0,31.0,52.0,91.0,49.0,47.0,40.0
today-day,38.0,47.0,47.0,94.0,32.0,49.0,46.0,7.0,32.0,72.0,50.0,4.0,48.0,25.0
directory-search,2189.0,2438.0,3054.0,2078.0,2389.0,2961.0,3203.0,3217.0,3255.0,2570.0,1975.0,1616.0,2129.0,2022.0
text-validation,6.0,15.0,9.0,5.0,8.0,3.0,8.0,2.0,3.0,9.0,7.0,3.0,4.0,1.0
drone-plugin,9.0,5.0,4.0,6.0,3.0,6.0,12.0,4.0,2.0,8.0,6.0,8.0,2.0,2.0
stacker-args,12.0,5.0,10.0,10.0,2.0,5.0,9.0,5.0,5.0,16.0,11.0,6.0,6.0,1.0
theatrejs-data-server,32.0,65.0,46.0,47.0,34.0,51.0,42.0,41.0,26.0,49.0,36.0,29.0,21.0,15.0
temp-fork-angular-material,9.0,6.0,5.0,7.0,3.0,5.0,7.0,2.0,4.0,9.0,6.0,6.0,4.0,2.0
react-native-quick-argon2,0.0,0.0,0.0,68.0,12.0,10.0,9.0,25.0,3.0,9.0,7.0,3.0,4.0,1.0
bogey-web,13.0,10.0,12.0,10.0,4.0,8.0,19.0,27.0,18.0,64.0,11.0,7.0,8.0,2.0
react-card-swipe,77.0,120.0,127.0,65.0,70.0,135.0,92.0,87.0,71.0,99.0,37.0,43.0,111.0,174.0
xablaujs,11.0,12.0,14.0,15.0,5.0,5.0,13.0,5.0,11.0,26.0,13.0,18.0,6.0,2.0
create-storybook-lib,6.0,10.0,9.0,11.0,4.0,5.0,14.0,5.0,3.0,17.0,8.0,6.0,4.0,4.0
check-registry-doc,0.0,0.0,76.0,107.0,14.0,6.0,12.0,8.0,7.0,30.0,3.0,8.0,6.0,1.0
testcafe-reporter-saucelabs,99.0,113.0,320.0,174.0,220.0,387.0,162.0,459.0,517.0,516.0,148.0,139.0,241.0,188.0
slp-base,38.0,23.0,33.0,45.0,20.0,24.0,20.0,1.0,14.0,49.0,33.0,4.0,15.0,15.0
rust-lib-crop-image,0.0,0.0,0.0,132.0,23.0,4.0,12.0,4.0,6.0,12.0,7.0,6.0,5.0,1.0
karma-nyan-ext-reporter,20.0,13.0,17.0,10.0,6.0,12.0,27.0,15.0,20.0,31.0,15.0,6.0,11.0,20.0
use-mail-to,5.0,6.0,2.0,5.0,2.0,6.0,8.0,3.0,2.0,11.0,11.0,7.0,4.0,2.0
loopback-component-passport-cuco,24.0,10.0,33.0,13.0,12.0,8.0,21.0,8.0,2.0,30.0,19.0,5.0,10.0,2.0
script-bones,4.0,5.0,4.0,5.0,4.0,6.0,7.0,2.0,2.0,6.0,3.0,5.0,4.0,1.0
esbuild-plugin-markdown-import,17.0,15.0,21.0,24.0,3.0,13.0,21.0,28.0,12.0,28.0,18.0,2.0,11.0,1.0
taskforce-connector,8354.0,8850.0,8297.0,10272.0,11060.0,9879.0,9015.0,11724.0,10988.0,10996.0,12134.0,14380.0,14979.0,9438.0
show-schema,33.0,14.0,36.0,34.0,8.0,30.0,21.0,7.0,15.0,43.0,31.0,14.0,17.0,2.0
semo-plugin-read-extend-format-wechat,133.0,60.0,75.0,77.0,9.0,53.0,71.0,4.0,34.0,105.0,70.0,11.0,41.0,2.0
fin-nwjs-builder-phoenix,32.0,12.0,18.0,18.0,8.0,4.0,18.0,20.0,7.0,27.0,17.0,8.0,16.0,15.0
cla-wrapper,83.0,32.0,77.0,83.0,22.0,51.0,66.0,40.0,31.0,318.0,43.0,14.0,28.0,5.0
loopback-component-paypal,23.0,12.0,22.0,12.0,7.0,8.0,16.0,15.0,21.0,21.0,17.0,8.0,10.0,10.0
material-ui-react-jsonschema-form-test,14.0,16.0,22.0,16.0,5.0,13.0,14.0,8.0,1.0,18.0,15.0,13.0,10.0,1.0
kosmtik-mapnik-reference,70.0,48.0,82.0,73.0,33.0,38.0,64.0,45.0,95.0,71.0,46.0,64.0,84.0,42.0
dcfw,6.0,3.0,6.0,6.0,4.0,3.0,8.0,3.0,1.0,7.0,4.0,4.0,5.0,1.0
serverless-fuck-you-4kb,41.0,31.0,20.0,18.0,18.0,28.0,16.0,4.0,17.0,41.0,21.0,18.0,29.0,2.0
simple-ts-express-decorators,132.0,135.0,130.0,162.0,107.0,111.0,74.0,54.0,80.0,65.0,163.0,80.0,76.0,24.0
macrolight,38.0,25.0,72.0,54.0,31.0,29.0,43.0,16.0,7.0,60.0,18.0,17.0,28.0,3.0
cantina-webpack,16.0,22.0,17.0,14.0,15.0,16.0,27.0,26.0,13.0,43.0,12.0,8.0,13.0,13.0
pimatic-nzbget,75.0,81.0,77.0,93.0,68.0,105.0,89.0,80.0,61.0,90.0,39.0,7.0,36.0,10.0
telr-payment-nodejs,9.0,9.0,11.0,21.0,9.0,11.0,15.0,11.0,7.0,19.0,20.0,128.0,11.0,4.0
grunt-nuget-install,25.0,30.0,37.0,19.0,15.0,17.0,17.0,12.0,4.0,30.0,20.0,8.0,19.0,2.0
pundle-reporter-cli,114.0,94.0,157.0,226.0,69.0,94.0,119.0,48.0,164.0,119.0,146.0,5.0,42.0,2.0
neuron-graph,54.0,31.0,47.0,36.0,16.0,25.0,41.0,43.0,91.0,44.0,53.0,24.0,49.0,7.0
redux-hmr-registry,174.0,158.0,299.0,389.0,186.0,308.0,176.0,220.0,291.0,173.0,109.0,51.0,87.0,87.0
mc-ionic4-utils,22.0,8.0,15.0,11.0,4.0,4.0,13.0,8.0,2.0,19.0,12.0,8.0,6.0,2.0
petya,11.0,11.0,6.0,12.0,3.0,6.0,12.0,8.0,4.0,20.0,13.0,2.0,6.0,3.0
airgram,645.0,891.0,642.0,311.0,403.0,612.0,392.0,590.0,526.0,4160.0,350.0,471.0,631.0,176.0
hs-response,6.0,8.0,5.0,7.0,6.0,7.0,8.0,5.0,4.0,11.0,6.0,2.0,4.0,1.0
json-api-normalizer,63209.0,57058.0,72283.0,62197.0,68086.0,68852.0,63784.0,68223.0,76653.0,85970.0,108600.0,97450.0,120993.0,87412.0
rollup-plugin-postcss-modules2,16.0,9.0,12.0,13.0,5.0,9.0,13.0,10.0,6.0,44.0,11.0,5.0,9.0,1.0
jsonresume-theme-material-design,28.0,25.0,27.0,20.0,18.0,20.0,14.0,14.0,4.0,33.0,25.0,12.0,12.0,11.0
import-conductor,2350.0,1838.0,2569.0,2428.0,3460.0,3446.0,2979.0,2568.0,2639.0,2415.0,2922.0,2947.0,3175.0,3019.0
nappjs,144.0,42.0,196.0,115.0,30.0,104.0,95.0,59.0,12.0,148.0,102.0,11.0,49.0,49.0
lang-translation,0.0,0.0,0.0,71.0,14.0,6.0,8.0,27.0,3.0,7.0,11.0,4.0,7.0,2.0
weatherme,10.0,13.0,12.0,16.0,4.0,11.0,8.0,5.0,12.0,20.0,18.0,7.0,7.0,1.0
horseshoe-cli,9.0,7.0,12.0,6.0,14.0,9.0,8.0,5.0,3.0,13.0,10.0,11.0,15.0,3.0
righteous-raven,86.0,50.0,105.0,78.0,90.0,93.0,109.0,110.0,33.0,59.0,71.0,49.0,55.0,2.0
sst-cdk,164.0,251.0,125.0,92.0,71.0,150.0,89.0,61.0,150.0,193.0,92.0,27.0,45.0,8.0
create-webpack-vue-multi-page-app,13.0,11.0,10.0,14.0,5.0,12.0,9.0,4.0,2.0,26.0,12.0,3.0,7.0,2.0
tinder-modern,42.0,20.0,42.0,60.0,6.0,18.0,46.0,6.0,22.0,89.0,37.0,6.0,35.0,2.0
warsman,25.0,19.0,15.0,20.0,3.0,9.0,24.0,1.0,9.0,34.0,19.0,2.0,17.0,12.0
node-red-contrib-xmljson,194.0,610.0,86.0,50.0,44.0,44.0,42.0,37.0,42.0,69.0,45.0,71.0,118.0,66.0
