package_name,Jan 23,Feb 23,Mar 23,Apr 23,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24
is-equal-shallow,9701033.0,9415156.0,10717470.0,8940705.0,9569067.0,9298873.0,8753943.0,9189842.0,8613827.0,8589140.0,7533477.0,6747403.0,7926774.0,5959867.0
rexponse,10.0,8.0,5.0,10.0,4.0,8.0,13.0,4.0,5.0,12.0,11.0,2.0,5.0,1.0
eslint-plugin-no-extension-in-require,16217.0,16487.0,27059.0,14259.0,10738.0,13627.0,11858.0,11645.0,8243.0,4434.0,3935.0,6830.0,5799.0,4363.0
fluids,111787.0,106721.0,110829.0,91262.0,104918.0,104565.0,117553.0,169362.0,119421.0,102077.0,107521.0,82337.0,120009.0,91711.0
spotifyweb-api,5.0,6.0,4.0,5.0,2.0,6.0,7.0,12.0,11.0,12.0,7.0,2.0,5.0,2.0
sanity-plugin-tasks,7.0,10.0,4.0,10.0,4.0,7.0,9.0,22.0,5.0,11.0,9.0,8.0,7.0,1.0
aurelia-bcf,18.0,20.0,13.0,9.0,4.0,11.0,15.0,110.0,6.0,55.0,14.0,15.0,7.0,2.0
easy-tesseract-ocr,44.0,29.0,65.0,31.0,13.0,20.0,31.0,17.0,20.0,59.0,18.0,24.0,15.0,6.0
node-red-contrib-basic-thermostat,61.0,29.0,49.0,38.0,23.0,28.0,26.0,37.0,24.0,49.0,53.0,45.0,35.0,20.0
qcobjects-handler-openapi,24.0,44.0,24.0,40.0,13.0,53.0,57.0,33.0,13.0,43.0,28.0,13.0,38.0,10.0
hexlet-pairs,448.0,129.0,169.0,90.0,91.0,272.0,409.0,151.0,75.0,228.0,301.0,312.0,158.0,83.0
run-scripts,729.0,1695.0,3775.0,3331.0,6658.0,8634.0,8262.0,6999.0,8882.0,11847.0,10763.0,8468.0,10895.0,9268.0
alfred-youtube-thumbnail-link,4.0,4.0,4.0,8.0,2.0,8.0,7.0,2.0,4.0,16.0,2.0,5.0,4.0,0.0
kakapo,663.0,440.0,1001.0,689.0,485.0,3084.0,1038.0,103266.0,432.0,464.0,379.0,717.0,613.0,269.0
react-native-baidu-ios-yf,6.0,7.0,5.0,5.0,3.0,6.0,12.0,5.0,14.0,24.0,23.0,12.0,17.0,7.0
apk-downloader,36.0,16.0,46.0,164.0,48.0,77.0,50.0,163.0,38.0,70.0,25.0,37.0,25.0,10.0
web-watcher,25.0,28.0,17.0,34.0,8.0,13.0,22.0,2.0,13.0,47.0,21.0,8.0,22.0,4.0
mongodb4haiku,11.0,5.0,5.0,4.0,3.0,5.0,7.0,28.0,2.0,7.0,7.0,6.0,4.0,1.0
sails-eslint-fixed,7.0,4.0,4.0,3.0,5.0,7.0,8.0,6.0,2.0,8.0,5.0,2.0,3.0,2.0
kongfig_ventura,14.0,10.0,7.0,9.0,7.0,3.0,12.0,5.0,4.0,16.0,23.0,17.0,19.0,2.0
webpack-shebang-plugin,17223.0,15095.0,19443.0,18538.0,19271.0,23677.0,21630.0,23618.0,26297.0,18572.0,16015.0,17620.0,19028.0,14993.0
myst-config,955.0,1620.0,935.0,1218.0,1819.0,1669.0,1546.0,1369.0,863.0,1212.0,1505.0,1035.0,706.0,1587.0
bulma-classnames,59.0,90.0,34.0,79.0,25.0,9.0,19.0,21.0,15.0,39.0,36.0,19.0,10.0,9.0
wintersmith,5057.0,5664.0,6853.0,7357.0,7678.0,7926.0,8035.0,6674.0,6928.0,7637.0,8049.0,8195.0,9055.0,6561.0
v-listtree,61.0,33.0,70.0,56.0,4.0,44.0,50.0,1.0,23.0,71.0,25.0,38.0,24.0,2.0
fake-json-stream,11.0,4.0,5.0,6.0,2.0,7.0,8.0,6.0,3.0,14.0,10.0,5.0,3.0,8.0
botyo-command-quote,20.0,13.0,13.0,17.0,10.0,9.0,20.0,26.0,14.0,75.0,10.0,9.0,9.0,2.0
js-task-path,24.0,20.0,23.0,12.0,7.0,9.0,15.0,10.0,4.0,21.0,10.0,13.0,7.0,7.0
image-adapt,19.0,6.0,12.0,9.0,7.0,6.0,11.0,5.0,6.0,16.0,13.0,4.0,8.0,1.0
levelheaded,3446.0,2849.0,3960.0,2690.0,755.0,253.0,15.0,20.0,5.0,23.0,14.0,11.0,33.0,2.0
soxx,23.0,16.0,24.0,17.0,7.0,11.0,23.0,8.0,17.0,31.0,17.0,3.0,18.0,1.0
intentalyzer-cli,42.0,12.0,31.0,23.0,8.0,9.0,23.0,12.0,1.0,31.0,23.0,3.0,12.0,1.0
redux-callable,10.0,6.0,4.0,7.0,4.0,8.0,14.0,10.0,19.0,36.0,18.0,5.0,4.0,1.0
paginate-number,10.0,47.0,6.0,13.0,4.0,5.0,9.0,10.0,1.0,17.0,10.0,7.0,8.0,2.0
nodeNES,19.0,15.0,13.0,6.0,15.0,8.0,8.0,19.0,8.0,20.0,14.0,6.0,12.0,3.0
cryptorjsesm,9.0,17.0,11.0,17.0,7.0,6.0,13.0,6.0,2.0,27.0,12.0,7.0,6.0,1.0
coffee-relay,6.0,6.0,4.0,5.0,6.0,9.0,11.0,10.0,5.0,27.0,8.0,5.0,9.0,3.0
mailparser2,1231.0,1070.0,1374.0,1089.0,1115.0,1682.0,1578.0,1141.0,1150.0,1104.0,978.0,911.0,1225.0,735.0
adjustable-image,6.0,6.0,5.0,5.0,3.0,5.0,13.0,109.0,4.0,23.0,5.0,5.0,7.0,1.0
appium-uiautomator,566.0,359.0,550.0,442.0,1347.0,531.0,636.0,722.0,863.0,726.0,422.0,297.0,475.0,254.0
kabanery-table,26.0,10.0,39.0,26.0,7.0,5.0,24.0,12.0,2.0,36.0,15.0,17.0,11.0,2.0
crox-gulp,16.0,8.0,9.0,7.0,4.0,8.0,6.0,5.0,10.0,17.0,8.0,3.0,7.0,1.0
capstone-lib,9.0,4.0,4.0,5.0,5.0,5.0,7.0,13.0,4.0,17.0,5.0,4.0,4.0,4.0
vue-chartjs-typescript,1321.0,1123.0,1488.0,887.0,1090.0,1489.0,950.0,1090.0,1070.0,1257.0,1258.0,1320.0,1395.0,981.0
antfarm,182.0,71.0,263.0,75.0,54.0,133.0,124.0,165.0,99.0,790.0,1163.0,809.0,859.0,447.0
ecsx,3722.0,4089.0,2710.0,1882.0,563.0,835.0,718.0,708.0,582.0,540.0,594.0,455.0,432.0,401.0
rpc-json,125.0,41.0,122.0,72.0,9.0,54.0,74.0,4.0,32.0,97.0,126.0,5.0,32.0,1.0
mothership-client,66.0,122.0,175.0,142.0,158.0,175.0,138.0,277.0,161.0,148.0,141.0,209.0,188.0,131.0
homebridge-winpc-mg,37.0,15.0,16.0,10.0,20.0,9.0,18.0,10.0,5.0,19.0,20.0,15.0,11.0,7.0
kryo-qs,277.0,144.0,303.0,128.0,283.0,95.0,95.0,43.0,474.0,480.0,480.0,414.0,559.0,124.0
ufocore-p2p,8.0,6.0,6.0,5.0,6.0,6.0,11.0,8.0,6.0,8.0,9.0,7.0,9.0,2.0
minum-dashboard,31.0,14.0,41.0,25.0,23.0,22.0,22.0,42.0,11.0,29.0,18.0,8.0,13.0,2.0
react-router-breadcrumbs,9833.0,12511.0,14066.0,8692.0,7888.0,8456.0,6283.0,2207.0,988.0,1472.0,1391.0,636.0,785.0,629.0
stripealipay,6.0,5.0,4.0,5.0,3.0,6.0,5.0,3.0,2.0,7.0,5.0,1.0,3.0,1.0
css-kits,165.0,38.0,13.0,18.0,6.0,8.0,15.0,10.0,2.0,21.0,16.0,4.0,12.0,4.0
cluster-harakiri,112.0,21.0,43.0,69.0,9.0,7.0,36.0,33.0,84.0,173.0,11.0,20.0,15.0,4.0
flatdriver,15.0,5.0,9.0,6.0,7.0,4.0,13.0,5.0,6.0,10.0,4.0,4.0,6.0,4.0
react-internal-css,3.0,6.0,7.0,9.0,5.0,7.0,6.0,3.0,7.0,6.0,5.0,5.0,3.0,4.0
hmac-express,160.0,179.0,119.0,135.0,80.0,60.0,249.0,178.0,206.0,217.0,82.0,101.0,92.0,44.0
browserify-build-status,215.0,78.0,81.0,50.0,42.0,71.0,42.0,27.0,18.0,79.0,18.0,10.0,14.0,9.0
gulp-md-docs,25.0,15.0,32.0,24.0,3.0,13.0,25.0,12.0,22.0,40.0,23.0,16.0,19.0,9.0
iview-reinforce,33.0,13.0,37.0,57.0,4.0,15.0,30.0,42.0,1.0,40.0,29.0,2.0,15.0,1.0
adonis-ally,27.0,41.0,22.0,45.0,42.0,71.0,68.0,302.0,128.0,144.0,93.0,111.0,119.0,30.0
aio-get-all-files,0.0,0.0,0.0,1013.0,87.0,27.0,41.0,41.0,274.0,222.0,202.0,191.0,153.0,458.0
broccoli-es6-module-jstransform,12.0,9.0,7.0,7.0,8.0,4.0,10.0,16.0,10.0,35.0,7.0,4.0,3.0,2.0
pg-doc,143.0,111.0,61.0,100.0,28.0,83.0,73.0,52.0,68.0,44.0,84.0,69.0,49.0,69.0
module-parent,18031.0,17174.0,20722.0,18345.0,17947.0,16055.0,15038.0,16954.0,17394.0,18481.0,16145.0,17375.0,18419.0,12813.0
vue-n-beautiful-chat,13.0,19.0,19.0,23.0,19.0,9.0,16.0,5.0,14.0,26.0,13.0,6.0,8.0,3.0
resin-lint,243.0,191.0,499.0,432.0,250.0,427.0,597.0,359.0,443.0,441.0,535.0,444.0,385.0,114.0
slack-emoji-import,20.0,16.0,10.0,19.0,5.0,13.0,17.0,2.0,13.0,35.0,13.0,12.0,13.0,1.0
coderpad-env-js,20.0,9.0,14.0,14.0,6.0,11.0,14.0,11.0,7.0,53.0,9.0,3.0,10.0,1.0
gulp-cson2,22.0,14.0,18.0,13.0,4.0,9.0,17.0,10.0,5.0,26.0,14.0,3.0,21.0,29.0
sciter-tools,4.0,7.0,4.0,7.0,4.0,4.0,7.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0
tetcore-matrix-faucet,7.0,10.0,3.0,4.0,3.0,8.0,3.0,2.0,2.0,6.0,4.0,5.0,4.0,3.0
grunt-hashres,5632.0,5900.0,6669.0,5278.0,6090.0,5431.0,5483.0,5784.0,5888.0,6183.0,5760.0,5917.0,6098.0,4490.0
cpchain-cli,40.0,41.0,79.0,82.0,33.0,16.0,58.0,31.0,43.0,160.0,31.0,19.0,29.0,2.0
l2nbt,49.0,23.0,34.0,30.0,5.0,16.0,32.0,19.0,14.0,41.0,39.0,7.0,17.0,3.0
to-xml,2190.0,2656.0,3606.0,5730.0,5782.0,6807.0,3240.0,5581.0,7998.0,7098.0,8326.0,4460.0,9315.0,18026.0
ns-utils,13.0,10.0,14.0,9.0,4.0,8.0,14.0,15.0,12.0,14.0,10.0,8.0,8.0,3.0
xhxxac-cli,8.0,7.0,7.0,6.0,3.0,7.0,7.0,2.0,4.0,35.0,54.0,4.0,4.0,1.0
tablefilter,44110.0,44281.0,49827.0,45817.0,47472.0,44183.0,44949.0,43528.0,42766.0,43812.0,39920.0,37533.0,48852.0,33227.0
raulghm-sass-utils,7.0,5.0,7.0,6.0,2.0,6.0,44.0,4.0,5.0,7.0,7.0,11.0,4.0,1.0
cli-demo-start-kit,12.0,13.0,9.0,11.0,6.0,13.0,10.0,4.0,5.0,43.0,5.0,5.0,6.0,1.0
grunt-jsonminify,217.0,149.0,239.0,196.0,115.0,201.0,200.0,248.0,112.0,113.0,105.0,85.0,89.0,73.0
amo-cli,22.0,7.0,19.0,14.0,13.0,10.0,20.0,113.0,8.0,76.0,4.0,6.0,10.0,1.0
psg-theme-greek-fire,5.0,4.0,6.0,5.0,2.0,8.0,6.0,7.0,21.0,17.0,12.0,7.0,6.0,4.0
markdownld,37.0,12.0,38.0,35.0,29.0,11.0,15.0,7.0,5.0,23.0,10.0,10.0,8.0,2.0
angular-qart,19.0,17.0,14.0,25.0,16.0,17.0,31.0,120.0,18.0,50.0,19.0,13.0,12.0,4.0
gulp-htmin,14.0,8.0,9.0,6.0,5.0,6.0,6.0,3.0,2.0,12.0,8.0,13.0,3.0,2.0
card-binder,29.0,8.0,27.0,23.0,5.0,8.0,20.0,24.0,25.0,106.0,16.0,5.0,10.0,1.0
word-wrap-it,34.0,24.0,35.0,26.0,14.0,16.0,22.0,6.0,14.0,41.0,23.0,3.0,13.0,1.0
dropbox-recursive-ignore-node_modules,12.0,4.0,10.0,11.0,13.0,8.0,11.0,10.0,3.0,17.0,9.0,4.0,10.0,3.0
chaid,4223.0,4665.0,5640.0,3923.0,4397.0,4927.0,4703.0,4829.0,3730.0,5149.0,7408.0,5375.0,7747.0,5055.0
kiss-msg,74.0,27.0,139.0,223.0,31.0,10.0,236.0,175.0,134.0,145.0,129.0,50.0,73.0,23.0
chefs-prettier,65.0,37.0,18.0,14.0,6.0,10.0,31.0,17.0,10.0,61.0,30.0,3.0,8.0,1.0
circle-distribution,8.0,6.0,4.0,5.0,3.0,7.0,7.0,8.0,3.0,20.0,6.0,5.0,3.0,5.0
3base,261.0,161.0,159.0,108.0,204.0,162.0,82.0,275.0,903.0,442.0,85.0,80.0,87.0,7.0
shellify,20.0,14.0,22.0,23.0,6.0,19.0,25.0,12.0,13.0,28.0,21.0,24.0,22.0,6.0
baustein,82.0,40.0,119.0,39.0,23.0,65.0,75.0,57.0,38.0,371.0,15.0,46.0,39.0,9.0
parliament-corpus,47.0,27.0,40.0,54.0,8.0,13.0,45.0,20.0,3.0,54.0,36.0,2.0,18.0,18.0
aws-amplify,2025932.0,1999588.0,2317056.0,1943411.0,2208016.0,2204146.0,2200061.0,2328786.0,2120218.0,2273584.0,2258610.0,2102939.0,2591609.0,2070852.0
seeta,22.0,11.0,21.0,24.0,3.0,12.0,23.0,4.0,10.0,29.0,11.0,15.0,10.0,9.0
react-json-graph-forked,10.0,7.0,5.0,7.0,3.0,8.0,8.0,7.0,2.0,13.0,6.0,6.0,5.0,2.0
usestatebot,17.0,12.0,8.0,12.0,6.0,8.0,12.0,6.0,5.0,15.0,13.0,1.0,8.0,5.0
redux-ergo,13.0,10.0,12.0,7.0,5.0,18.0,10.0,6.0,8.0,17.0,11.0,4.0,4.0,2.0
co-gate,10.0,5.0,8.0,7.0,7.0,5.0,9.0,8.0,10.0,38.0,10.0,4.0,4.0,2.0
ng-loader,186.0,170.0,175.0,154.0,202.0,214.0,171.0,155.0,87.0,125.0,110.0,64.0,103.0,69.0
custom-i3status,10.0,8.0,7.0,6.0,6.0,6.0,8.0,3.0,3.0,10.0,7.0,4.0,8.0,1.0
ts-torn-api,299.0,164.0,439.0,506.0,308.0,323.0,478.0,93.0,689.0,411.0,394.0,590.0,653.0,125.0
rn-base64,7.0,6.0,11.0,7.0,10.0,14.0,13.0,15.0,22.0,16.0,8.0,4.0,7.0,3.0
fxosapp,5.0,7.0,5.0,7.0,3.0,16.0,10.0,14.0,9.0,14.0,6.0,4.0,4.0,3.0
recycle-bin,340.0,17.0,18.0,17.0,13.0,17.0,20.0,12.0,2.0,19.0,11.0,6.0,7.0,1.0
set-default-browser,2392.0,2614.0,2697.0,2467.0,2332.0,1890.0,2179.0,1091.0,484.0,532.0,366.0,284.0,335.0,407.0
react-native-bootstrap-icons,307.0,222.0,261.0,414.0,585.0,537.0,370.0,393.0,247.0,477.0,346.0,196.0,237.0,185.0
shapeshiftio,7.0,7.0,6.0,5.0,3.0,8.0,7.0,3.0,3.0,7.0,4.0,3.0,5.0,2.0
revents,17.0,15.0,6.0,15.0,5.0,8.0,12.0,4.0,9.0,19.0,11.0,2.0,8.0,1.0
hyperpug,113.0,30.0,68.0,74.0,12.0,63.0,102.0,50.0,58.0,109.0,47.0,54.0,36.0,3.0
modellr,50.0,19.0,58.0,50.0,15.0,13.0,40.0,41.0,3.0,51.0,23.0,16.0,18.0,15.0
real-random-address,353.0,264.0,429.0,309.0,435.0,301.0,479.0,284.0,293.0,304.0,301.0,236.0,219.0,104.0
webpack-isomorphic-compiler-reporter,1471.0,1338.0,1663.0,1097.0,1107.0,1632.0,1382.0,1049.0,1527.0,1356.0,7089.0,2142.0,2923.0,3683.0
linger,168.0,52.0,219.0,113.0,46.0,81.0,119.0,102.0,80.0,43.0,92.0,138.0,217.0,76.0
kafka-replay-service,50.0,46.0,52.0,43.0,6.0,12.0,49.0,47.0,34.0,87.0,46.0,8.0,22.0,20.0
savage-query,15.0,7.0,20.0,17.0,4.0,11.0,16.0,5.0,7.0,19.0,12.0,7.0,10.0,2.0
generator-essentials,34.0,14.0,38.0,25.0,6.0,10.0,27.0,22.0,4.0,45.0,33.0,4.0,24.0,9.0
warehouse.ai-api-client,210.0,95.0,123.0,325.0,211.0,93.0,149.0,258.0,250.0,143.0,148.0,110.0,369.0,183.0
html-imageblur,9.0,4.0,6.0,5.0,7.0,6.0,8.0,3.0,6.0,10.0,7.0,2.0,3.0,2.0
redux-autobahn-js,13.0,17.0,10.0,14.0,8.0,12.0,18.0,10.0,7.0,24.0,19.0,10.0,14.0,4.0
react-native-simple-message-bar,13.0,8.0,10.0,15.0,4.0,7.0,12.0,7.0,4.0,22.0,29.0,23.0,14.0,3.0
bettina,16.0,9.0,19.0,11.0,5.0,8.0,19.0,20.0,7.0,69.0,14.0,7.0,9.0,3.0
sass-lint-neighborhoods,38.0,42.0,65.0,27.0,12.0,55.0,35.0,41.0,24.0,21.0,15.0,11.0,12.0,5.0
nativescript-swipe-layout,34.0,16.0,29.0,25.0,18.0,11.0,18.0,31.0,12.0,45.0,25.0,9.0,12.0,4.0
sandboxjs,616.0,577.0,907.0,719.0,684.0,720.0,866.0,1130.0,916.0,908.0,1161.0,806.0,419.0,298.0
rauter,18.0,20.0,10.0,16.0,7.0,21.0,15.0,17.0,7.0,25.0,9.0,3.0,14.0,0.0
ethos-connect-staging,226.0,231.0,272.0,373.0,140.0,100.0,267.0,123.0,33.0,184.0,124.0,70.0,72.0,1.0
bacon.atom,101.0,1606.0,163.0,56.0,22.0,120.0,97.0,62.0,73.0,430.0,8.0,24.0,59.0,419.0
tiny-neural-network,37.0,23.0,28.0,34.0,15.0,14.0,26.0,1.0,47.0,46.0,27.0,3.0,24.0,2.0
funlee-gulp,17.0,7.0,16.0,8.0,6.0,7.0,15.0,4.0,3.0,14.0,8.0,3.0,5.0,1.0
dogo-bot,4.0,6.0,4.0,5.0,6.0,10.0,7.0,5.0,1.0,7.0,5.0,3.0,5.0,1.0
jquery-responsiveflipper,11.0,11.0,8.0,7.0,4.0,4.0,10.0,3.0,6.0,13.0,10.0,6.0,4.0,1.0
homestar-broadcast-mdns,33.0,16.0,45.0,20.0,15.0,7.0,37.0,16.0,3.0,42.0,14.0,14.0,13.0,3.0
kupfilter,23.0,11.0,29.0,17.0,5.0,4.0,26.0,10.0,4.0,25.0,19.0,5.0,8.0,1.0
gulp-bucklescript,10.0,8.0,4.0,5.0,3.0,8.0,10.0,8.0,3.0,16.0,11.0,4.0,6.0,1.0
flat-the-object,14.0,11.0,19.0,13.0,4.0,6.0,13.0,6.0,1.0,11.0,5.0,8.0,6.0,2.0
ng-zendesk-widget,18.0,10.0,16.0,10.0,9.0,6.0,18.0,12.0,5.0,18.0,11.0,12.0,114.0,73.0
poke-mixin,77.0,8.0,6.0,5.0,8.0,10.0,8.0,7.0,1.0,6.0,6.0,3.0,9.0,1.0
grunt-markx,18.0,7.0,14.0,11.0,15.0,9.0,10.0,5.0,8.0,27.0,14.0,4.0,7.0,3.0
feathers-http-distributed,135.0,118.0,306.0,146.0,107.0,139.0,132.0,139.0,96.0,139.0,116.0,95.0,85.0,86.0
xit-logger,8.0,7.0,4.0,5.0,2.0,7.0,5.0,1.0,3.0,11.0,7.0,3.0,4.0,1.0
twoot,260.0,32.0,66.0,43.0,17.0,45.0,47.0,22.0,23.0,48.0,29.0,8.0,16.0,16.0
ern-container-gen-android,1141.0,316.0,1571.0,518.0,754.0,884.0,325.0,197.0,174.0,874.0,246.0,408.0,205.0,31.0
markdown-folder-to-html-output,16.0,5.0,9.0,11.0,4.0,5.0,9.0,6.0,3.0,14.0,10.0,7.0,6.0,1.0
draft-table,6.0,4.0,4.0,6.0,2.0,5.0,6.0,2.0,6.0,20.0,13.0,3.0,7.0,2.0
discord-things,109.0,13.0,23.0,15.0,9.0,19.0,15.0,15.0,3.0,16.0,13.0,3.0,6.0,2.0
hmwtc,9.0,6.0,15.0,11.0,5.0,6.0,14.0,5.0,3.0,20.0,8.0,5.0,7.0,1.0
swift-http,28.0,10.0,20.0,29.0,4.0,15.0,16.0,3.0,21.0,42.0,40.0,2.0,10.0,1.0
officebot-sdk,81.0,63.0,115.0,89.0,14.0,69.0,80.0,45.0,9.0,107.0,42.0,57.0,45.0,43.0
editorjs-inline-template,15.0,25.0,427.0,27.0,43.0,45.0,63.0,97.0,87.0,215.0,83.0,146.0,191.0,275.0
tss,674.0,483.0,414.0,157.0,13.0,11.0,35.0,7.0,94.0,107.0,77.0,32.0,25.0,11.0
cloudhub-front,27.0,32.0,30.0,23.0,5.0,69.0,17.0,17.0,11.0,121.0,20.0,8.0,14.0,16.0
ulid-uuid-converter,0.0,383.0,39.0,25.0,14.0,19.0,55.0,5027.0,4907.0,6375.0,14613.0,10979.0,9196.0,10855.0
eslint-config-dyl,0.0,0.0,144.0,131.0,164.0,17.0,22.0,35.0,9.0,31.0,19.0,6.0,11.0,1.0
aline,29.0,8.0,34.0,23.0,10.0,19.0,23.0,115.0,18.0,108.0,11.0,6.0,14.0,3.0
budgetkey-ng2-components-support-site-customization,10.0,6.0,4.0,7.0,3.0,5.0,10.0,19.0,12.0,23.0,11.0,9.0,10.0,7.0
mobi-loopback-component-explorer,14.0,16.0,11.0,10.0,5.0,4.0,14.0,46.0,14.0,33.0,17.0,5.0,5.0,3.0
form-render-ssr,18.0,21.0,22.0,18.0,5.0,6.0,21.0,13.0,3.0,28.0,11.0,8.0,16.0,6.0
sync-package-description,9.0,15.0,5.0,10.0,14.0,14.0,10.0,4.0,4.0,5.0,5.0,5.0,6.0,1.0
gaohuali,9.0,6.0,4.0,5.0,3.0,5.0,7.0,3.0,3.0,10.0,7.0,4.0,2.0,4.0
sorcery,827354.0,919316.0,1126883.0,984888.0,1101226.0,1174921.0,1168875.0,1187500.0,1166366.0,1318606.0,1245790.0,1228057.0,1364702.0,1040605.0
create-react-component-folder-jovpet,563.0,787.0,693.0,336.0,350.0,398.0,450.0,278.0,230.0,647.0,408.0,284.0,635.0,484.0
react-geoidentify-country-selector,53.0,50.0,52.0,82.0,20.0,65.0,134.0,191.0,414.0,396.0,52.0,71.0,73.0,33.0
generator-eslint-init,29.0,15.0,35.0,28.0,7.0,14.0,24.0,16.0,49.0,46.0,21.0,26.0,38.0,3.0
jstemp,14.0,4.0,11.0,8.0,6.0,8.0,9.0,9.0,15.0,15.0,8.0,9.0,4.0,4.0
rc-ruler-slider,66.0,37.0,66.0,78.0,138.0,42.0,59.0,67.0,32.0,57.0,26.0,81.0,23.0,29.0
rimonnodejs,9.0,14.0,11.0,10.0,3.0,5.0,12.0,1.0,4.0,11.0,6.0,6.0,5.0,2.0
blockchain-monitor,20.0,21.0,28.0,17.0,10.0,27.0,18.0,26.0,14.0,82.0,10.0,14.0,12.0,4.0
techeverri,9.0,20.0,8.0,111.0,26.0,15.0,129.0,23.0,18.0,26.0,19.0,3.0,14.0,1.0
react-native-video-fixed,15.0,8.0,8.0,12.0,7.0,7.0,13.0,16.0,23.0,88.0,27.0,27.0,14.0,3.0
org-tree-mogo,7.0,9.0,9.0,7.0,6.0,5.0,6.0,6.0,1.0,10.0,6.0,5.0,6.0,1.0
rc-contextmenu,95.0,13.0,20.0,17.0,9.0,93.0,35.0,20.0,8.0,19.0,14.0,10.0,8.0,6.0
every-dice,16.0,3.0,10.0,5.0,6.0,6.0,10.0,3.0,2.0,11.0,8.0,3.0,8.0,3.0
generator-ts-node-starter,37.0,30.0,167.0,77.0,137.0,55.0,163.0,46.0,27.0,70.0,51.0,10.0,25.0,161.0
bits.js,225.0,245.0,430.0,83.0,174.0,125.0,104.0,84.0,59.0,90.0,34.0,43.0,22.0,11.0
elm-ethereum-ports,15.0,9.0,8.0,8.0,5.0,11.0,10.0,34.0,5.0,12.0,8.0,5.0,12.0,4.0
mc-wistia,15.0,7.0,7.0,8.0,5.0,6.0,11.0,3.0,3.0,11.0,7.0,7.0,4.0,1.0
nk-web,13.0,8.0,10.0,9.0,6.0,9.0,8.0,5.0,2.0,12.0,11.0,3.0,5.0,3.0
grouped,19.0,16.0,12.0,73.0,135.0,35.0,50.0,44.0,22.0,46.0,25.0,18.0,28.0,29.0
config-utils,161.0,94.0,320.0,55.0,6.0,8.0,9.0,13.0,6.0,18.0,7.0,4.0,3.0,5.0
params-parser,9.0,14.0,12.0,13.0,6.0,13.0,18.0,9.0,6.0,22.0,21.0,11.0,9.0,4.0
nightwatch-xhr-mod,8.0,10.0,8.0,6.0,4.0,7.0,8.0,17.0,6.0,13.0,8.0,6.0,3.0,1.0
react-scripts-redux-saga,19.0,17.0,18.0,28.0,12.0,16.0,20.0,17.0,192.0,330.0,36.0,9.0,10.0,4.0
pdx-angular-bootstrap,12.0,7.0,4.0,5.0,5.0,5.0,8.0,5.0,6.0,15.0,8.0,2.0,5.0,10.0
vignere-babbage-cipher-web,8.0,7.0,8.0,7.0,2.0,5.0,9.0,1.0,3.0,11.0,10.0,2.0,5.0,1.0
venmo-api,7.0,7.0,7.0,10.0,5.0,6.0,8.0,14.0,7.0,13.0,4.0,9.0,4.0,3.0
flowerflip,19.0,14.0,30.0,28.0,5.0,14.0,18.0,10.0,12.0,27.0,17.0,9.0,9.0,1.0
httpify,3026.0,1099.0,915.0,599.0,1020.0,1010.0,550.0,863.0,1876.0,1105.0,807.0,2522.0,2571.0,30235.0
elasticsearch-cleaner,30.0,16.0,25.0,143.0,42.0,8.0,33.0,15.0,15.0,46.0,27.0,11.0,15.0,3.0
freeze-existing-props,23.0,9.0,24.0,24.0,4.0,13.0,27.0,6.0,107.0,36.0,32.0,28.0,14.0,7.0
pleiades-utils,14.0,4.0,10.0,8.0,5.0,3.0,9.0,25.0,21.0,27.0,36.0,15.0,14.0,4.0
helper-hover,13.0,6.0,5.0,10.0,4.0,3.0,15.0,4.0,2.0,15.0,10.0,7.0,4.0,1.0
widgetx-test-package,13.0,20.0,9.0,19.0,14.0,8.0,20.0,2.0,8.0,22.0,9.0,8.0,8.0,7.0
zam,67.0,55.0,68.0,66.0,48.0,76.0,75.0,23.0,69.0,102.0,39.0,62.0,31.0,12.0
jquery.sp-require,12.0,8.0,4.0,5.0,4.0,4.0,11.0,12.0,17.0,12.0,7.0,4.0,15.0,11.0
serve-it,32.0,25.0,30.0,23.0,3.0,18.0,15.0,3.0,11.0,32.0,12.0,11.0,21.0,1.0
autumnjs-cli,15.0,5.0,4.0,5.0,2.0,6.0,9.0,106.0,3.0,22.0,8.0,5.0,4.0,1.0
highmaps-release,2975.0,2104.0,2336.0,1700.0,1758.0,1632.0,1772.0,1641.0,1474.0,2280.0,1535.0,2211.0,2444.0,1818.0
moby-sushiswap-sdk,14.0,8.0,5.0,3.0,8.0,6.0,8.0,3.0,1.0,22.0,6.0,7.0,4.0,2.0
banner-of-life,9.0,3.0,10.0,7.0,3.0,5.0,11.0,16.0,6.0,36.0,7.0,3.0,3.0,2.0
i2p,19.0,14.0,8.0,6.0,28.0,19.0,9.0,10.0,5.0,16.0,10.0,1.0,3.0,6.0
pullstream,279447.0,257476.0,289870.0,240435.0,267027.0,251106.0,237945.0,275996.0,268257.0,278803.0,225674.0,187666.0,247455.0,179429.0
fetch-cachestorage,7.0,4.0,5.0,6.0,6.0,6.0,13.0,8.0,7.0,16.0,6.0,6.0,6.0,1.0
y-lock,137.0,68.0,63.0,84.0,32.0,56.0,54.0,21.0,28.0,88.0,31.0,64.0,44.0,10.0
