git_repository,total_commits,avg_commits_per_day,last_commit_before_months,git_unique_contributors,github_forks,github_stars,open_PRs,merged_PRs,open_issues,resolved_issues,version_release_frequency_months,version_release_frequency_years,LOC,total_lines_added,total_lines_deleted,lines_added_one_and_half_year,lines_deleted_one_and_half_year,readme_updated,SLOC_JS,SLOC_TS,CC
https://github.com/vectorhacker/consul-gateway,7,1.75,91,1,0,3,0,0,0,0,0,0,142,679,102,0,0,False,238,0,34
https://github.com/yinrong/multi-env,22,0.65,59,2,0,9,0,0,0,0,0,0,142,3402,672,0,0,False,129,0,23
https://github.com/bendrucker/create-svg-size,4,0.02,97,1,0,1,0,0,0,1,0.38,4.56,16,146,5,0,0,False,12,0,0
https://github.com/carlos8f/node-mefirst,2,2.0,140,1,0,1,0,0,0,0,0,0,6,115,1,0,0,False,29,0,0
https://github.com/aneldev/dyna-error,53,0.05,0,4,0,0,0,1,0,0,0.54,6.63,847,14294,3111,384,121,True,699,136,0
https://github.com/chrislcw/pfkl-vtabs,7,0.1,11,1,0,0,0,0,0,0,0,0,174,283,42,283,42,True,131,0,52
https://github.com/karaggeorge/macos-audio-devices,33,0.17,42,5,17,161,15,9,6,1,0,0,63,6828,1308,0,0,False,44,80,4
https://github.com/kazuhitoyokoi/node-red-contrib-plugin-header,3,0.07,35,1,0,1,0,0,0,0,0,0,0,349,3,0,0,False,0,0,0
https://github.com/benxgao/package-publish-ts-plate,1,1.0,37,1,0,0,0,0,0,0,0,0,54,7168,0,0,0,False,52,5,0
https://github.com/Kinvey/js-sdk,4375,1.06,7,47,27,25,0,618,0,0,1.31,15.96,1578632,3398344,3286564,6542,4678,False,1236,7901,1261
https://github.com/open-telemetry/opentelemetry-js,2045,1.16,0,276,696,2400,32,2433,246,1486,1.41,17.1,6870,668534,468208,155503,50224,True,2937,28686,103
https://github.com/SamVanHoof/cookie_toaster,20,1.33,79,1,0,1,0,0,0,0,0,0,1917,12022,2783,0,0,False,1111,0,30
https://github.com/zacanger/zacanger,186,0.07,5,2,0,0,0,5,0,0,0.66,8.05,287,2641,2332,29,23,True,59,0,0
https://github.com/50UM3N/tabler-icons-react-native,29,0.06,3,5,7,24,0,7,1,1,0,0,104056,142677,69467,111010,69466,True,53532,4878,0
https://github.com/Bacra/i18nc,803,0.54,31,5,2,4,0,7,0,0,2.4,29.22,55538,375814,304944,0,0,False,39553,0,14198
https://github.com/TypeStrong/TypeDoc,2563,0.72,0,223,659,7300,4,583,23,1880,1.7,20.65,48667,674251,572975,37160,29391,True,408,25761,2
https://github.com/leadream/juuust-vue-icon,35,0.59,43,6,83,15,17,38,0,0,0,0,369,9644,320,0,0,False,295,0,0
https://github.com/zhangziqiu/sojs,26,0.01,10,4,3,5,0,5,0,0,0,0,7401,21654,14874,28,12,False,4479,0,324
https://github.com/erelevance/time-picker,184,0.21,72,28,0,0,0,2,0,0,1.26,15.35,371,5340,2119,0,0,False,256,0,0
https://github.com/tirithen/common-markdown,14,14.0,11,1,0,1,0,0,0,0,0,0,0,5878,39,5878,39,True,0,0,0
https://github.com/smapiot/piral,3578,1.95,0,59,123,1600,0,312,10,351,2.1,25.53,5256,378156,260752,38920,32667,False,1846,27919,307
https://github.com/ryuhhnn/vue-insta-slider,12,12.0,72,1,0,0,0,0,2,2,0,0,3,264,39,0,0,False,2,0,0
https://github.com/linemanjs/lineman-lib,13,0.12,119,2,0,0,0,0,0,1,0.8,9.78,8,223,24,0,0,False,4,0,0
https://github.com/stscoundrel/ratatoskr-log,7,7.0,43,2,0,1,0,0,0,0,0,0,57,1398,8,0,0,False,45,0,0
https://github.com/iEpog/db,1,1.0,28,1,0,0,0,0,0,0,0,0,215,383,0,0,0,False,161,0,6
https://github.com/GeeTeam/gop-web-sdk,5,0.23,74,1,1,2,0,0,0,0,4.29,52.14,108,4176,8,0,0,False,97,0,161
https://github.com/zhangshaolong/mock-proxy-middleware,132,0.08,25,4,1,26,0,0,0,2,0,0,2288,4787,3024,0,0,False,1168,0,236
https://github.com/edy/redux-persist-transform-filter,54,0.02,15,15,20,191,3,19,11,10,0.22,2.69,248,30563,14501,15491,5428,False,187,9,58
https://github.com/Sigfried/supergroup,107,0.03,6,5,13,87,0,4,8,8,0.27,3.25,86950,95204,69255,293,34,False,9536,0,8720
https://github.com/sindresorhus/clean-stack,53,0.02,11,14,29,333,0,19,0,14,0.25,2.98,60,920,254,244,61,True,47,6,16
https://github.com/iuap-design/gitbook-plugin-iuap-design,148,1.61,90,7,1,3,0,0,1,0,0,0,26155,33570,3293,0,0,False,13196,0,5653
https://github.com/rigwild/bulk-files-ocr-search,22,5.5,27,1,0,1,0,0,0,0,150.0,1825.0,22,4508,707,0,0,False,180,304,0
https://github.com/AliNisarAhmed/myfirstnpmpkg-convertcolors,5,5.0,69,1,0,0,0,0,0,0,0,0,76,104,2,0,0,False,46,0,5
https://github.com/aoran997/vue-rlottie,6,0.24,4,3,0,0,0,0,0,0,0,0,1519,3465,232,3465,232,True,1532,416,13
https://github.com/fourlabsldn/x-div,42,0.1,83,3,0,1,0,1,0,1,0.94,11.41,1199652,1698733,1697223,0,0,False,362,0,15
https://github.com/fieteam/fie,330,0.33,55,9,36,132,27,31,13,26,1.09,13.3,9677,946875,905560,0,0,False,4271,0,748
https://github.com/benben1024/js-err-collector,4,4.0,82,1,0,0,0,0,0,0,0,0,177,263,2,0,0,False,120,0,42
https://github.com/edemaine/svgink,52,0.34,16,1,0,10,0,0,1,4,1.79,21.75,0,1612,416,109,22,True,0,0,0
https://github.com/node-red/node-red-bluemix-nodes,134,0.15,84,9,36,33,3,33,7,28,0.31,3.76,3097,8905,5390,0,0,False,1388,0,377
https://github.com/thanasismourselas/iframepublish,1,1.0,32,1,0,0,0,0,0,0,0,0,405825,595857,0,0,0,False,57,0,90418
https://github.com/cerebrate/node-red-contrib-noop,4,0.04,83,1,0,0,0,0,0,0,0,0,11,138,8,0,0,False,10,0,0
https://github.com/mlewand-org/vscode-test-content,18,0.51,84,2,0,5,0,0,0,1,3.21,39.11,10,343,16,0,0,False,14,0,0
https://github.com/vanceric/pcf-sso-express-middleware,11,0.03,63,3,5,1,0,1,0,0,0,0,169,1254,40,0,0,False,147,0,19
https://github.com/duydang2311/svelte-preprocess-uuid,9,9.0,20,1,0,1,0,0,0,0,0,0,49,1125,39,0,0,False,0,61,0
https://github.com/shreyasminocha/calendar-facts,5,1.67,75,1,0,2,3,0,0,0,45.0,547.5,107,702,38,0,0,False,75,0,3
https://github.com/sayuthisobri/angular-msms-utils,52,0.02,1,3,0,0,35,11,1,0,2.12,25.76,1648,9009,213,0,0,False,320,562,0
https://github.com/baijijs/baiji,264,0.13,33,3,3,16,9,10,1,0,0.98,11.88,3354,12566,5713,0,0,False,1951,0,473
https://github.com/Kabila-Tech/kabila-wallet-connect,5,5.0,4,1,0,1,0,0,0,0,0,0,0,9040,4,9040,4,False,0,33,0
https://github.com/jpstevens/cmd-exec,2,0.02,114,1,0,1,0,0,0,0,0,0,44,292,8,0,0,False,41,0,0
https://github.com/WeideMo/revm-path,1,1.0,84,1,0,10,0,0,0,0,0,0,22,88,0,0,0,False,18,0,4
https://github.com/turkelton31/vanilla-fade-io,9,9.0,72,1,0,0,0,0,0,0,0,0,77,145,12,0,0,False,77,0,8
https://github.com/rxaviers/decamelize-keys-deep,10,0.04,88,2,4,7,0,1,2,0,0.65,7.87,31,194,34,0,0,False,57,0,8
https://github.com/olegfedak/eleventy-plugin-relate-collections,8,2.0,4,1,0,2,0,0,0,0,0,0,98,255,5,255,5,True,68,0,34
https://github.com/jawblia/npm-test,4,4.0,35,1,27,22,0,1,0,2,0,0,154,28503,189,0,0,False,114,0,2
https://github.com/michel-moreau/Keychain-Sharing,20,0.02,73,6,0,0,0,0,0,0,0.16,2.01,125,2097,62,0,0,False,96,0,18
https://github.com/saskavi/saskavi,35,1.46,115,2,0,0,0,0,11,5,0,0,581,1788,683,0,0,False,442,0,1688
https://github.com/UzumakiHan/vue-pithy-pagination,3,3.0,34,1,0,1,0,0,0,0,0,0,68,10230,9,0,0,False,56,0,19
https://github.com/saikojosh/Deep-Sort,32,0.16,75,2,1,2,0,0,3,0,0,0,212,3223,1083,0,0,False,129,0,24
https://github.com/yangHui233/postcss-px2rem-options,4,4.0,51,2,0,1,0,0,0,0,0,0,65,192,4,0,0,False,38,0,11
https://github.com/cescoferraro/eslint-config-cesco,55,0.09,80,13,0,0,0,0,0,0,0,0,341,2656,516,0,0,False,113,0,0
https://github.com/ctxhou/gatsby-plugin-netlify-admin,3,3.0,46,1,0,3,11,2,0,0,0,0,632,20893,7,0,0,False,512,0,21
https://github.com/BuyPro/Middleware,22,0.25,104,1,0,0,0,0,0,0,0,0,123,235,46,0,0,False,112,0,15
https://github.com/coderaiser/node-proxy-user,21,0.02,64,2,0,2,0,0,0,0,0.38,4.61,78,326,91,0,0,False,57,0,13
https://github.com/yxuko/hyper-altair,25,0.01,0,4,2,12,0,0,0,0,0,0,105,586,336,2,141,True,96,0,0
https://github.com/yushulx/node-red-contrib-barcode,10,0.01,13,1,0,0,0,0,0,0,0,0,39,302,65,128,53,True,34,0,4
https://github.com/aspectron/emanator,295,0.14,5,5,4,1,0,2,0,0,0,0,4768,9199,3407,34,33,False,3433,0,1054
https://github.com/wilforlan/fireflies-botkit-storage-mongo,7,7.0,67,1,0,0,0,0,0,0,0,0,84,434,8,0,0,False,129,0,7
https://github.com/dymonaz/validish,16,0.03,107,1,0,0,0,0,3,0,30.0,365.0,281,1046,228,0,0,False,204,0,47
https://github.com/MuhammadWaqas4/is-first,5,2.5,5,1,0,0,0,0,0,0,0,0,5,40,7,40,7,True,4,0,0
https://github.com/knervous/tiled-pixi-react,4,4.0,48,1,3,8,0,0,2,0,0,0,343,19769,1050,0,0,False,145,0,24
https://github.com/paOol/react-watchbchaddress,18,6.0,65,1,0,1,19,8,0,0,0,0,719,20897,8438,0,0,False,585,0,21
https://github.com/wechat-miniprogram/miniprogram-custom-component,34,0.05,45,3,39,197,1,2,5,17,0,0,1043,2323,819,0,0,False,753,16,0
https://github.com/kim366/VueDetails,24,0.01,13,2,0,5,0,0,0,0,0.05,0.65,114,366,154,33,30,True,40,0,2
https://github.com/williamoverton/content-diff,3,3.0,39,1,0,0,0,0,0,0,0,0,468,4794,2,0,0,False,379,0,121
https://github.com/okamuuu/performance-measure,22,1.69,54,1,0,8,0,0,0,0,10.0,121.67,247,5309,755,0,0,False,199,0,15
https://github.com/mistake1px/v-mobile-area-selector,2,2.0,47,1,0,0,23,6,0,0,0,0,55332,64294,52,0,0,False,51400,0,3891
https://github.com/vimaec/vim-ts,115,0.5,7,5,1,0,1,17,1,0,1.54,18.72,6,25225,5835,25225,5835,True,6,9909,0
https://github.com/saschabratton/rejoiner-node,34,0.02,9,1,0,2,1,10,0,0,0,0,333,5658,1764,98,19,True,270,0,37
https://github.com/imagentleman/httpea,13,0.02,86,2,0,0,0,0,0,0,0,0,52,160,20,0,0,False,40,0,8
https://github.com/forgepwa/the_forge,336,11.59,68,5,7,74,2,101,0,0,0,0,4916373,7961930,4025699,0,0,False,521,0,3477
https://github.com/thatsprettyfaroutman/echoascii,16,0.01,7,1,0,1,0,0,0,0,0,0,5437,6032,313,219,192,False,4100,0,633
https://github.com/logan-ncz/plugin-modal,3,3.0,22,1,0,0,0,0,0,0,0,0,152,14683,217,0,0,False,84,0,0
https://github.com/windwp/kysely-zod-sqlite,162,2.1,4,5,0,5,0,4,0,0,37.2,452.6,9,66362,45924,66362,45924,True,10,2482,0
https://github.com/Sacred-Realm/sacredrealm-core,113,0.28,10,1,1,0,0,0,0,0,0,0,16,265005,195162,8776,4840,False,16,72,0
https://github.com/andregri/ddive,443,0.25,11,41,0,3,0,1,1,0,22.5,273.75,0,29153,18042,454,373,True,0,0,0
https://github.com/trufflesuite/ganache-core,1726,0.57,2,138,666,2600,40,986,372,703,1.56,18.92,241054,4050741,4158690,146488,73436,True,434,27183,39377
https://github.com/linkwisdom/epipe,17,0.02,94,2,3,1,0,0,0,0,0,0,585,903,149,0,0,False,440,0,79
https://github.com/surajitsarkar19/react-native-radial-gradient,66,0.03,3,20,59,104,0,23,14,7,0,0,43,4092,1005,37,8,False,37,12,2
https://github.com/mafof/node-red-contrib-xiaomi-smart-home,39,0.05,56,2,4,6,0,0,0,6,0,0,189,1252,795,0,0,False,154,0,12
https://github.com/zyslife/react-native-scrollable-tab-view-collapsible-header,12,0.27,35,3,5,18,0,1,2,2,0,0,2,466,223,0,0,False,2,61,0
https://github.com/mathiasbynens/unicode-match-property,14,0.05,83,1,3,2,0,0,0,0,0.68,8.24,158,524,226,0,0,False,13,0,3
https://github.com/dengyaolong/super-open,15,15.0,75,1,0,0,0,0,0,0,0,0,66,198,27,0,0,False,61,0,13
https://github.com/npm/deprecate-holder,3,3.0,91,2,35,27,13,1,0,0,0,0,0,25,1,0,0,False,0,0,0
https://github.com/mojidev7/error-hooker,21,10.5,33,3,0,2,0,1,0,0,0,0,210,1168,253,0,0,False,169,0,101
https://github.com/jigsawxyz/react-native-coreml-image,15,5.0,75,1,16,166,0,0,3,7,0,0,142,3594,2738,0,0,False,44,0,2
https://github.com/Fausto95/styled-grid-component,26,0.16,70,6,3,23,0,0,1,1,0,0,209,21847,17591,0,0,False,73,0,0
https://github.com/paliari/v-tab-bar,84,1.02,80,2,8,11,0,0,1,0,7.41,90.12,135,3888,3062,0,0,False,97,0,0
https://github.com/jameslnewell/eslint-config-jameslnewell,85,0.07,62,7,2,0,0,3,0,3,0,0,452,2718,1018,0,0,False,337,0,0
https://github.com/nju33/vwxy,265,0.39,41,3,0,0,15,237,3,1,3.68,44.82,404,30353,9814,0,0,False,33,80,0
https://github.com/Authing/wxapp-graphql,36,0.03,26,6,1,4,0,0,1,0,0,0,149,649,229,0,0,False,126,0,15
https://github.com/minrk/thebelab,823,0.33,2,35,67,364,9,501,101,124,0.68,8.24,2398,271217,188406,132657,56575,True,631,4749,9
https://github.com/b4dnewz/subquest-cli,8,0.09,74,1,0,2,0,0,0,0,0,0,171,7173,3547,0,0,False,142,0,9
https://github.com/kobigurk/semaphore,1538,0.87,0,32,157,815,3,322,52,266,0.8,9.75,3917,342015,268141,115468,67610,True,647,6655,0
https://github.com/eldoy/norgesbank,3,3.0,21,1,0,1,0,0,0,0,0,0,68,4147,5,0,0,False,60,0,11
https://github.com/capir/push.co-api,3,3.0,119,2,0,0,0,0,0,0,0,0,138,262,0,0,0,False,114,0,24
https://github.com/sundeepnarang/stream2file,6,0.0,23,1,0,1,0,0,0,0,0,0,101,1047,22,0,0,False,156,0,27
https://github.com/jprichardson/node-qflow,13,0.08,132,1,0,1,0,0,2,0,0.55,6.72,78,582,153,0,0,False,61,0,16
https://github.com/RsVijayTiwari/KrishnJS,18,0.06,21,2,0,0,0,0,0,0,0.43,5.18,534,720,79,0,0,False,483,0,266
https://github.com/snowdream/gitm,97,0.03,13,3,4,24,1,6,0,6,0.21,2.56,3,5917,995,315,380,False,2,0,0
https://github.com/magnars/creator.js,25,1.19,142,1,2,2,0,0,1,0,0,0,173,496,105,0,0,False,147,0,41
https://github.com/olofd/react-native-device-log,64,0.09,73,7,55,100,3,8,7,9,0.84,10.19,1315,2679,1230,0,0,False,1199,0,113
https://github.com/paypal/nemo-accessibility,60,0.04,57,7,16,25,0,13,0,9,0,0,14620,21393,3695,0,0,False,12748,0,24
https://github.com/miguelmota/big-red-button,17,0.01,53,1,2,10,0,2,0,2,0,0,147,2824,145,0,0,False,112,0,29
https://github.com/starlys/RetroDRY,166,0.14,7,3,1,1,2,80,0,0,0,0,486,92146,44120,43603,40357,True,102,3199,84
https://github.com/chnbohwr/cypress-resq,7,0.35,51,1,0,0,0,0,0,0,0,0,81,228,8,0,0,False,69,0,9
https://github.com/marymatt504/lodown,36,0.08,84,2,0,0,0,0,0,0,0,0,99,1228,400,0,0,False,13,0,6
https://github.com/kevinamiri/slatejseditor,3898,1.7,17,511,0,0,0,0,0,0,7.62,92.71,190646,572160,501840,106,61,False,1837,34511,68
https://github.com/CarterGrimmeisen/zod-prisma,147,0.62,25,7,80,700,16,94,32,23,0,0,3,353902,346644,0,0,False,2,792,0
https://github.com/CuppaLabs/angular2-multiselect-dropdown,268,0.11,3,28,253,277,30,87,144,385,1.26,15.39,969420,1462033,1435612,14532,16797,True,105,4844,0
https://github.com/ZipingL/enzyme-adapter-utils-22,1979,0.76,17,410,0,0,0,0,0,0,0,0,12096,93560,48405,83,68,False,7733,0,1629
https://github.com/purposeindustries/npm-has-script,8,8.0,87,1,0,0,0,0,0,0,0,0,10,117,6,0,0,False,24,0,3
https://github.com/Gozala/firebox,11,0.13,111,1,2,30,0,0,0,0,0,0,540,1602,398,0,0,False,529,0,63
https://github.com/iddan/reactive-material,37,0.44,71,3,1,0,0,1,0,0,0,0,2011,11001,1397,0,0,False,1545,0,36
https://github.com/codedotjs/twifo-cli,25,0.03,70,1,8,22,0,0,1,0,0,0,60,344,101,0,0,False,51,0,4
https://github.com/LeandroSe/vue-bs-toast,1,1.0,87,1,0,0,0,0,0,0,0,0,879,1555,0,0,0,False,699,0,0
https://github.com/tomyan/coro,22,0.44,129,1,0,0,0,0,0,0,6.82,82.95,264,1037,363,0,0,False,334,0,66
https://github.com/bahung1221/tek-vue-datetime,455,0.31,20,23,0,1,0,0,0,0,0.74,8.97,61808,239357,205723,0,0,False,335,0,73
https://github.com/czuendorf/drawer,8,8.0,73,1,0,0,0,0,0,0,0,0,83,230,20,0,0,False,61,0,0
https://github.com/nguyenxuanhung-rightsvn/cordova-plugin-firebase-inappmessaging,3,3.0,18,1,0,0,0,0,0,0,0,0,0,170,4,0,0,False,0,0,0
https://github.com/ro-beard/hubot-rabbit-me,12,0.15,80,1,0,0,0,0,0,0,0,0,40,267,84,0,0,False,33,0,0
https://github.com/sebandres/ts-validation,25,0.74,88,1,0,0,0,9,0,0,0,0,115,922,75,0,0,False,113,302,35
https://github.com/crochik/stompts,12,0.02,48,2,0,0,0,0,1,0,0,0,4,1164,291,0,0,False,2,400,0
https://github.com/haolifeng/tsc-express,1,1.0,17,1,0,0,0,0,0,0,0,0,11,2172,0,2172,0,True,10,77,2
https://github.com/EspressoLogicCafe/CALiveAPICreatorCLI,57,0.03,58,4,0,1,0,1,0,0,0,0,1538,9670,1416,0,0,False,1353,0,329
https://github.com/ULL-ESIT-SYTW-1617/gitbook-start-heroku-token-alex-moi,24,1.5,88,2,0,0,0,0,1,0,0,0,111,553,329,0,0,False,61,0,4
https://github.com/slimane-swift/slimane-cli,18,0.55,93,2,1,0,0,1,0,0,30.0,365.0,0,701,31,0,0,False,0,0,0
https://github.com/eggjs/egg-validate,24,0.02,50,11,42,262,5,22,1,0,0.26,3.11,78,1076,282,0,0,False,103,19,5
https://github.com/busbud/w3c-validate,6,0.02,127,1,2,13,0,2,0,0,0,0,82,317,3,0,0,False,123,0,12
https://github.com/ApoorvSaxena/grunt-directory-layout,7,1.75,95,1,0,0,0,0,0,0,0,0,190,519,59,0,0,False,135,0,14
https://github.com/vanilla38/metadata-scraper-wintr,2,0.01,34,1,0,2,0,0,0,0,0,0,71,861,1,0,0,False,62,0,14
https://github.com/parshap/js-opc,28,0.04,85,1,3,16,2,1,1,2,0.2,2.39,191,649,129,0,0,False,140,0,4
https://github.com/Huluobos/Huluobos-print-design,29,0.66,1,2,0,0,0,0,0,0,0,0,3701,38810,2434,38810,2434,True,3327,0,195
https://github.com/jjwygjj/pino-influxdb,9,1.8,77,1,0,0,0,0,0,0,0,0,54,369,254,0,0,False,51,0,9
https://github.com/TomHumphries/chartjs-plugin-boxselect,9,0.04,32,2,6,11,1,1,1,0,0,0,488,1080,79,0,0,False,363,0,42
https://github.com/bibbleso/bibble,18,0.32,13,2,0,2,0,0,0,0,2.73,33.18,89,22076,12247,22076,12247,True,15,330,551
https://github.com/vlobchuk/gulp-s3-replace,22,0.01,53,3,0,2,0,2,0,2,120.0,1460.0,227,508,16,0,0,False,221,0,33
https://github.com/cshum/sublevelup,70,0.21,93,4,2,5,0,1,0,3,0,0,105,1575,1135,0,0,False,79,0,40
https://github.com/sharedcount/sharedcount-js-sdk,1,1.0,46,1,0,0,0,0,0,0,0,0,79,119,0,0,0,False,59,0,5
https://github.com/caffeinery/coffea,580,0.32,65,13,8,65,0,17,8,72,1.75,21.35,3418,19675,18049,0,0,False,442,0,52
https://github.com/nodef/extra-string,59,0.03,4,1,1,7,0,6,2,1,0,0,1663,27999,19372,4080,9200,True,158,546,0
https://github.com/reducks/redux-batch,1,1.0,102,1,0,2,0,0,0,0,0,0,16,124,0,0,0,False,15,0,0
https://github.com/szikszail/diffter,78,0.04,2,5,1,2,0,37,0,4,0.14,1.72,722,9595,5617,448,1906,True,660,37,71
https://github.com/PaulGilchrist/pg-d3-utils,13,0.18,46,1,0,0,1,0,0,0,0,0,372,996,188,0,0,False,323,0,49
https://github.com/creationix/nstore-session,12,0.02,146,4,4,51,0,3,1,3,0,0,117,197,18,0,0,False,64,0,9
https://github.com/attrs/plexi.workbench,27,0.23,109,1,0,0,0,0,0,0,0,0,417,1644,845,0,0,False,308,0,50
https://github.com/shinnn/clean-css-promise,35,0.03,57,1,2,1,2,1,0,3,0.2,2.45,122,7117,4669,0,0,False,96,0,18
https://github.com/rosen-vladimirov/plugin-test-variables,2,2.0,96,1,0,0,0,0,0,0,0,0,0,303,0,0,0,False,0,0,0
https://github.com/mfkrause/homebridge-people-pro,199,0.11,34,10,2,40,1,15,10,6,0.38,4.65,787,13450,9132,0,0,False,552,0,124
https://github.com/xk/node-red-contrib-dnsquery,21,0.04,29,3,0,1,0,2,2,2,0,0,55,497,234,0,0,False,35,0,10
https://github.com/xiaoyuze88/babel-plugin-miniprogram-add-globals,3,3.0,61,2,0,0,0,0,0,0,0,0,70,223,26,0,0,False,56,0,16
https://github.com/HassanKrayem/vuex-ajax-manager,2,0.22,43,1,0,0,0,0,0,0,0,0,160,237,11,0,0,False,147,0,46
https://github.com/ItsJustMeChris/OpenAI-Threads,13,1.18,3,3,0,1,0,1,0,0,0,0,0,799,32,799,32,True,223,0,0
https://github.com/meshkat632/semantic-release-helm-git-chart,110,0.1,1,13,0,0,0,0,0,0,0,0,468,7552,885,6303,459,True,404,0,96
https://github.com/frankleng/arc-functions,1204,0.65,21,26,0,0,0,0,0,0,4.06,49.41,6801,41891,32016,0,0,False,1542,0,344
https://github.com/charlierudolph/node-assertion-error-formatter,22,0.02,44,2,1,2,11,3,1,0,0.15,1.88,322,7230,2336,0,0,False,289,0,117
https://github.com/kujirahand/node-sqlite-kvs,18,0.01,34,3,2,3,0,2,0,0,0,0,144,643,285,0,0,False,125,0,11
https://github.com/sadi304/imgpixels,10,10.0,76,1,0,0,0,0,0,0,0,0,342621,492204,491591,0,0,False,78,0,25
https://github.com/fwcd/tree-sitter-kotlin,282,0.17,0,22,40,106,3,66,20,23,0.32,3.85,2612,21490542,19429391,10766576,9334043,True,1901,0,0
https://github.com/WayfindEntertainment/auth-express-mysql,32,4.57,4,1,0,0,0,0,0,0,20.0,243.33,554,28946,13280,28946,13280,True,507,0,115
https://github.com/ridhamtarpara/ip-device-parser,5,0.04,65,2,1,3,0,0,0,0,0,0,183,400,13,0,0,False,113,0,49
https://github.com/Miever1/miever_ui,51,0.08,12,3,0,3,0,28,0,0,2.73,33.18,86,177477,141852,75280,97710,True,0,858,0
https://github.com/Mssjim/selfo.js,9,0.02,17,1,1,7,0,0,0,0,0,0,19673,28030,29,21,7,True,9774,1969,2049
https://github.com/alextes/url-sub,29,0.16,18,1,0,1,0,0,0,0,1.78,21.7,47,6127,2153,0,0,False,0,148,0
https://github.com/abrisene/acausal,89,0.06,20,3,0,10,5,13,0,0,0.28,3.45,1843,52664,28934,0,0,False,234,790,0
https://github.com/Ephys/dom-string-wrapper,2,2.0,95,1,0,0,0,0,2,0,0,0,204,457,0,0,0,False,179,0,21
https://github.com/apachecn/geeksforgeeks-asp-zh,10,0.05,20,2,0,1,0,0,0,0,0,0,433,8130,430,0,0,False,410,0,2727
https://github.com/AndrewJutton/nodejs-gravatar,9,0.07,124,2,5,8,5,1,1,0,0,0,33,140,36,0,0,False,15,0,2
https://github.com/ysa23/metrics-reporter,274,0.12,0,3,1,12,0,22,4,16,0.37,4.48,642,6414,2368,275,53,True,507,150,67
https://github.com/allenmillen/node-peatio-client,9,0.64,72,1,2,2,0,0,0,0,0,0,231,609,64,0,0,False,130,0,14
https://github.com/werts/gulp-seajs-transport-wx,3,3.0,92,1,0,0,0,0,0,0,0,0,101,177,3,0,0,False,54,0,13
https://github.com/kaungmyatlwin/myanmar-phonenumber-js,45,0.02,13,8,14,55,1,4,4,3,0.15,1.87,169,2328,187,1494,106,False,142,0,34
https://github.com/joachimvh/n3-parser.js,146,0.1,62,3,1,3,0,0,0,1,0,0,983,8131,2294,0,0,False,810,0,258
https://github.com/jayralencar/ace-angular,8,0.07,90,2,2,0,1,1,1,0,0.56,6.82,90,337,98,0,0,False,69,0,10
https://github.com/Manzurkds/ng2-datepicker,141,0.15,66,31,0,0,0,0,0,0,0.67,8.17,452,60477,46195,0,0,False,54,341,0
https://github.com/jonschlinkert/hyper-monokai-extended,2,2.0,64,1,1,18,0,0,0,0,0,0,34,282,0,0,0,False,31,0,0
https://github.com/feross/snazzy,68,0.02,5,7,26,420,1,13,3,16,0.27,3.23,120,454,184,10,0,False,92,0,16
https://github.com/ThisIsHermanCheng/function-J,20,2.86,5,2,1,14,0,0,0,0,0,0,144,713,51,713,51,True,113,0,22
https://github.com/OADA/generator-oada,49,0.14,97,2,0,0,0,0,2,1,1.25,15.21,621,1654,237,0,0,False,476,0,67
https://github.com/whizkidwwe1217/gulp-extjs-spec-generator,25,0.03,64,2,0,1,0,0,0,0,0.73,8.89,39,2089,38,0,0,False,31,0,0
https://github.com/farsalhasnaa/p5js,2,0.03,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0
https://github.com/eralvarez/treeshake-css,2,0.03,26,1,0,0,0,0,0,0,0,0,241,7791,2,0,0,False,198,0,71
https://github.com/endalk200/react-libraries,35,0.12,15,2,1,2,5,9,1,4,0,0,36,114906,56803,34310,14755,False,24,893,0
https://github.com/francois-egner/TwitchTS,11,1.38,14,1,1,2,0,0,0,0,0,0,0,10713,538,10713,538,True,0,4498,0
https://github.com/rafgraph/event-from,58,0.22,32,1,1,21,0,0,0,0,2.44,29.74,1,92901,12043,0,0,False,0,1544,0
https://github.com/Ahmednagyyy/React-Native-Recommendation,102,0.07,8,3,1,5,4,26,0,0,4.62,56.15,518,11272,454,21,23,False,347,0,100
https://github.com/adriano-di-giovanni/mysqlpm,13,0.01,55,1,0,0,0,0,0,0,0.09,1.05,146,395,49,0,0,False,120,0,11
https://github.com/ProdioDesignWorks/payu-connector-prodio,4,0.5,63,2,0,0,0,1,0,0,0,0,658,5844,0,0,0,False,544,0,31
https://github.com/imelgrat/react-delay-link,33,0.03,19,6,1,6,2,13,0,3,0,0,161,6496,1165,0,0,False,106,0,7
https://github.com/biancojs/is-iterable,14,0.02,63,1,0,1,0,0,0,0,0.14,1.76,17,2800,817,0,0,False,12,0,0
https://github.com/sindresorhus/bundle-id,34,0.01,31,6,7,16,0,4,0,0,0.09,1.07,33,570,428,0,0,False,8,0,0
https://github.com/SiddharthaChowdhury/input-validate,45,0.04,46,4,0,1,3,0,0,0,0,0,646,3268,987,0,0,False,424,0,290
https://github.com/Chimeejs/chimee-plugin-log,5,0.04,76,1,0,0,0,0,1,0,0,0,5995,8660,1497,0,0,False,4262,0,27
https://github.com/mikermcneil/test-machinepack-mocha,50,0.05,76,4,4,5,2,1,1,0,0.47,5.7,125,608,121,0,0,False,69,0,42
